"SiteId","SampId","X","Y","Region","RiverBasin","BIOGEO","temperature","velocity","A10m","cow.density","IAR","urban.area","FRI","bFRI","width.variability","temperature2","velocity2","temperature.lm.area.elev","temperature.lm.area.air","temperature.lme.area.elev","Occurrence.Simuliidae","Occurrence.Oligochaeta","Occurrence.Limoniidae","Occurrence.Limnephilidae","Occurrence.Rhyacophilidae","Occurrence.Elmidae","Occurrence.Gammaridae","Occurrence.Heptageniidae","Occurrence.Nemouridae","Occurrence.Empididae","Occurrence.Hydropsychidae","Occurrence.Leuctridae","Occurrence.Ceratopogonidae","Occurrence.Prostigmata","Occurrence.Psychodidae","Occurrence.Leptophlebiidae","Occurrence.Sphaeriidae","Occurrence.Taeniopterygidae","Occurrence.Perlodidae","Occurrence.Athericidae","Occurrence.Psychomyiidae","Occurrence.Nematoda","Occurrence.Hydraenidae","Occurrence.Planariidae","Occurrence.Sericostomatidae","Occurrence.Tipulidae","Occurrence.Polycentropodidae","Occurrence.Odontoceridae","Occurrence.Dugesiidae","Occurrence.Lymnaeidae","Occurrence.Erpobdellidae","Occurrence.Scirtidae","Occurrence.Ephemerellidae","Occurrence.Asellidae","Occurrence.Ephemeridae","Occurrence.Chloroperlidae","Occurrence.Dytiscidae","Occurrence.Stratiomyidae","Occurrence.Hydroptilidae","Occurrence.Hydrobiidae","Occurrence.Perlidae","Occurrence.Planorbidae","Occurrence.Glossosomatidae","Occurrence.Blephariceridae","Occurrence.Glossiphoniidae","Occurrence.Capniidae","Occurrence.Goeridae","Occurrence.Philopotamidae","Occurrence.Dixidae","Occurrence.Gyrinidae","Occurrence.Caenidae","Occurrence.Leptoceridae","Occurrence.Calopterygidae","Occurrence.Tabanidae","Occurrence.Pediciidae","Occurrence.Cordulegastridae","Occurrence.Anthomyiidae","Occurrence.Lepidostomatidae","Occurrence.Physidae","Occurrence.Sialidae"
"CSCF_99_VD","CSCF_99_VD_2011-03-22",555000,155000,"AARE","RHEIN","Mittelland",17.3175710459186,0.543546095171016,6.0229239,63.3500450450613,0.0229965272,0.0379,47.66317,53.790373,1,299.898266930438,0.295442357575659,17.4291731207129,15.5720798140005,17.3175710459186,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_89_VD","CSCF_89_VD_2011-03-09",544000,175000,"AARE","RHEIN","Mittelland",18.578085106829,0.4361930985893,8.6734257,42.7635071351435,0.1377979556,0.0414,77.751686,8.626685,1,345.145246236581,0.190264419256935,18.6910750849528,15.6715236175449,18.578085106829,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"CSCF_100_VD","CSCF_100_VD_2011-02-22",552000,158000,"AARE","RHEIN","Mittelland",18.8184079415127,0.467981760013512,11.6528311,67.4691331392472,0.0297371356,0.049,43.091114,0,1,354.132477453188,0.219006927705344,18.9316837037573,16.2827887528482,18.8184079415127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"CSCF_248_VD","CSCF_248_VD_2011-02-22",542000,151000,"RHONE","RHONE","Mittelland",16.1209641226962,0.450331901609253,12.0083017,29.0237179157808,0.0912292538,0.1515,52.894789,0,1,259.885484245258,0.202798821607006,16.2311901367841,17.4634791002315,16.1209641226962,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_81_VD","CSCF_81_VD_2011-02-23",535000,169000,"AARE","RHEIN","Mittelland",19.124248072361,0.547770123411187,8.2823057,32.4282722497231,0.1450944908,0.0822,63.883626,11.718523,1,365.736864333203,0.300052108101907,19.2378419243303,16.3405506904292,19.124248072361,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
"CSCF_116_VD","CSCF_116_VD_2011-03-14",550000,166000,"AARE","RHEIN","Mittelland",17.3522676550965,0.523767020598385,13.6604729,47.7324213021511,0.1173615673,0.1122,64.44576,0,1,301.101192774108,0.274331891866509,17.4638788190219,15.0034507927572,17.3522676550965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_85_VD","CSCF_85_VD_2011-03-24",544000,164000,"AARE","RHEIN","Mittelland",15.431020998059,0.380892944482861,0.6218061,23.4969751701569,0.0438360293,0.0047,98.492254,100.000159,1,238.116409042538,0.145079435156824,15.5404941644743,13.985555152423,15.431020998059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_78_VD","CSCF_78_VD_2011-03-24",539000,166000,"AARE","RHEIN","Mittelland",17.6175389612325,0.269860707243411,2.1320627,27.1520480194635,0.0744416211,0.0789,80.171419,0,1,310.377679050545,0.072824801313914,17.7294536713655,15.6704670820268,17.6175389612325,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"CSCF_93_VD","CSCF_93_VD_2011-03-09",541000,170000,"AARE","RHEIN","Mittelland",17.0771819384167,0.314274201094995,5.5589986,45.7288213832551,0.186401759,0.0201,95.589132,85.454544,1,291.630142957786,0.0987682734738973,17.1884706324934,14.5939397249666,17.0771819384167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"CSCF_121_VD","CSCF_121_VD_2011-03-22",553000,156000,"AARE","RHEIN","Mittelland",16.5973947772796,0.404800305978536,8.5764513,88.2839573183251,0.0204547847,0.0333,41.515814,0,1,275.473513392868,0.163863287720316,16.7081734808213,15.0605016075643,16.5973947772796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CSCF_114_VD","CSCF_114_VD_2011-03-14",550000,167000,"AARE","RHEIN","Mittelland",17.6609483338261,0.459030658240992,4.8688364,41.0344604364737,0.0728055157,0.033,83.574721,0,1,311.909096050075,0.210709145205158,17.7729153242451,15.369719885692,17.6609483338261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_106_VD","CSCF_106_VD_2011-03-08",564000,186000,"AARE","RHEIN","Mittelland",18.9035061466983,0.383627181036421,10.4029236,66.7987420155914,0.0564462968,0.0469,70.640141,43.879953,1,357.34254463826,0.147169814029951,19.0168476828841,15.0179070808819,18.9035061466983,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_98_VD","CSCF_98_VD_2011-03-08",566000,194000,"AARE","RHEIN","Mittelland",20.4127151264338,0.339936948903873,25.2331142,59.1388298429512,0.1087259128,0.0604,43.935593,0,0,416.678938832939,0.115557129230074,20.5277350199915,16.6971222888153,20.4127151264338,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"CSCF_265_VD","CSCF_265_VD_2011-03-22",539000,155000,"RHONE","RHONE","Mittelland",16.1745306686361,0.508362295897218,2.4309869,8.36643692162511,0.0355251405,0.3173,80.306552,47.756685,1,261.61544235065,0.258432223889891,16.2848254445484,16.0010142189779,16.1745306686361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_110_VD","CSCF_110_VD_2011-03-14",554000,174000,"AARE","RHEIN","Mittelland",17.4296346277966,0.458405773076911,4.694468,42.979793779312,0.0862463218,0.0233,81.336874,19.335291,1,303.792163258486,0.21013585279024,17.5413312863,14.4479749142386,17.4296346277966,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CSCF_84_VD","CSCF_84_VD_2011-02-23",539000,177000,"AARE","RHEIN","Mittelland",18.3650725274,0.413734575900541,6.6708298,33.2765419496235,0.1219683362,0.0319,89.353396,100.000125,1,337.275888936662,0.171176299295601,18.4778032438937,15.1463579786949,18.3650725274,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_131_VD","CSCF_131_VD_2012-03-23",564000,140000,"RHONE","RHONE","Alpennordflanke",11.744194901355,1.1553318021931,0,3.57784965642627,0,0,87.163835,95.003582,1,137.926113881013,1.33479157315876,11.5277134020068,11.3285003115247,11.744194901355,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_529_VD","CSCF_529_VD_2012-03-13",564000,124000,"RHONE","RHONE","Alpennordflanke",14.044743898112,0.626660255165575,0.3530409,7.97663040754673,0.0116291775,0.0734,58.143016,0,1,197.254831163554,0.392703075404184,13.830842326117,15.3966883607553,14.044743898112,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_130_VD","CSCF_130_VD_2012-03-15",560000,143000,"RHONE","RHONE","Alpennordflanke",14.3642283782557,0.827656086956258,0,3.9689360465259,0.0008306407,0.0513,83.087473,71.757906,1,206.331056902686,0.685014598275745,14.1506513254066,14.3855963692161,14.3642283782557,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CSCF_125_VD","CSCF_125_VD_2012-03-23",559000,146000,"RHONE","RHONE","Alpennordflanke",14.305039628554,0.684578251369659,0,8.4683296497936,4.17026e-05,0.0166,76.513629,95.078398,1,204.6341587745,0.46864738224834,14.091389640742,13.8092302178139,14.305039628554,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_129_VD","CSCF_129_VD_2012-03-23",561000,144000,"RHONE","RHONE","Alpennordflanke",13.3922341162447,0.915797667574183,0,3.07905021466603,0,0.0193,80.653311,99.996927,1,179.351934624308,0.838685367934314,13.1775816040581,13.3569608572357,13.3922341162447,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_127_VD","CSCF_127_VD_2012-03-15",558000,144000,"RHONE","RHONE",NA,14.1963068435351,0.657624214589065,0,9.18984532576184,0.0082209708,0.3172,11.601507,0,0.4125,201.535127995802,0.432469607613885,13.9824616732909,13.4612411285425,14.1963068435351,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_161_VD","CSCF_161_VD_2012-03-27",570000,146000,"AARE","RHEIN","Alpennordflanke",15.4716068636831,1.09970570378677,0.0053338,13.4775631217579,9.0606e-06,0.0149,39.827012,13.417742,1,239.370618944366,1.20935263494115,15.259344525863,14.3843355041429,15.4716068636831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CSCF_143_VD","CSCF_143_VD_2012-03-13",561000,131000,"RHONE","RHONE","Alpennordflanke",14.8703797040741,0.637651236993693,0.2389777,7.96142220271106,0.0045094286,0.0278,40.93405,8.753441,0,221.128192543339,0.406599100039587,14.6574264041405,16.2065451102849,14.8703797040741,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_128_VD","CSCF_128_VD_2012-03-23",563000,145000,"RHONE","RHONE","Alpennordflanke",12.0438792810921,0.650591003247756,0,2.11244973569703,0,0,78.010472,100.000061,1,145.05502813752,0.423268653506922,11.8277307262354,11.8691463739043,12.0438792810921,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_530_VD","CSCF_530_VD_2012-03-26",571000,124000,"RHONE","RHONE","Alpennordflanke",11.2449279461607,0.999906802019944,0.0749447,3.24445863380904,0.0001795991,0.0038,28.57135,73.488322,1,126.448404514346,0.999813612725751,11.0279565922208,13.1292362477337,11.2449279461607,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_160_VD","CSCF_160_VD_2012-03-28",576000,146000,"AARE","RHEIN","Alpennordflanke",15.0206145704308,0.882684163976651,0,13.2835868426473,9.641e-06,0.0151,38.715294,0,0,225.618862073438,0.779131333335159,14.8078509338731,13.4855278225687,15.0206145704308,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_276_VD","CSCF_276_VD_2012-03-08",533000,173000,"AARE","RHEIN","Mittelland",19.6112513851293,0.486788328198563,9.3384771,31.9977669526519,0.1459303298,0.0818,62.265076,0,0.4125,384.601180890736,0.236962876470352,19.4034847959882,16.5760797273767,19.6112513851293,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"CSCF_148_VD","CSCF_148_VD_2012-03-26",569000,126000,"RHONE","RHONE","Alpennordflanke",12.5856529039392,0.655782229042478,0,9.88741544418194,5.20255e-05,0.201,55.127452,99.99811,1,158.398659018433,0.430050331927921,12.3701035399737,12.003182757389,12.5856529039392,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CSCF_142_VD","CSCF_142_VD_2012-03-13",566000,130000,"RHONE","RHONE","Alpennordflanke",14.414243923062,1.18376141445713,0,8.3891561325467,0.0001814364,0.028,40.815548,100.000128,1,207.77042787353,1.40129108635755,14.2007860808003,14.5033691751984,14.414243923062,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_165_VD","CSCF_165_VD_2012-03-27",575000,145000,"AARE","RHEIN","Alpennordflanke",13.2159615952627,0.738010758577574,0,12.213979356282,0,0.0047,46.546571,10.538679,1,174.661640887459,0.544659879776246,13.0011574566182,12.2603468068614,13.2159615952627,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_155_VD","CSCF_155_VD_2012-03-13",566000,122000,"RHONE","RHONE","Alpennordflanke",13.5340690797303,0.755734935184558,0.7031627,5.05321782779817,0.0018817174,0.0411,36.139194,0,0.4125,183.171025854912,0.571135292258408,13.319632717772,16.0626737112697,13.5340690797303,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_279_VD","CSCF_279_VD_2012-03-13",554000,146000,"RHONE","RHONE","Mittelland",16.7856938936447,0.676109707516382,0.4987629,18.0952666896021,0.0118844618,0.0549,63.342593,0,0,281.759519491141,0.457124336597888,16.5748217228884,17.0589871264972,16.7856938936447,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_154_VD","CSCF_154_VD_2012-03-13",568000,124000,"RHONE","RHONE","Alpennordflanke",12.5344848534251,1.26155668108547,0.0439521,4.41166796294926,0.0001251957,0.0246,33.743916,0,1,157.113310540743,1.59152525959139,12.3189460291525,15.292510210746,12.5344848534251,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_611_VD","CSCF_611_VD_2012-03-15",561000,135000,"RHONE","RHONE","Alpennordflanke",12.8407644537982,0.346258518070571,1.9475846,5.72244999350524,5.07045e-05,0.003,60.30185,0,0,164.885231757927,0.119894961336428,12.6255160601552,14.8367709114551,12.8407644537982,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_133_VD","CSCF_133_VD_2012-03-15",561000,139000,"RHONE","RHONE","Alpennordflanke",13.5369844057719,1.27654984261423,0,2.30412461186225,0.0023481532,0.0085,76.427237,0,0.4125,183.249946802112,1.62957950067842,13.3224914602185,14.9466483074071,13.5369844057719,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_132_VD","CSCF_132_VD_2012-03-15",562000,139000,"RHONE","RHONE","Alpennordflanke",13.5369844057719,1.16754538412904,0,2.30412461186225,0.0023481532,0.0085,76.427237,86.155662,1,183.249946802112,1.36316222400103,13.3224914602185,13.521113660383,13.5369844057719,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_239_VD","CSCF_239_VD_2012-03-29",549000,153000,"RHONE","RHONE","Mittelland",17.6306017265209,0.308948218634941,37.3682022,38.3258744961172,0.0948667737,0.0574,45.844093,0,0,310.838117239202,0.0954490017977033,17.420623191554,15.0316823064655,17.6306017265209,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"CSCF_264_VD","CSCF_264_VD_2012-03-26",571000,124000,"RHONE","RHONE","Alpennordflanke",11.5865878002051,0.954468200776153,0,5.03427406253242,0,0.0466,41.469668,0,1,134.249016851862,0.911009546292867,11.3699773884099,12.2581803837942,11.5865878002051,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_146_VD","CSCF_146_VD_2012-03-26",569000,126000,"RHONE","RHONE","Alpennordflanke",12.5344865598526,0.801061252232299,0,5.77022176188481,0,0.0422,60.463714,48.318793,1,157.113353319125,0.641699129827979,12.3189127909343,12.6713085266906,12.5344865598526,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_162_VD","CSCF_162_VD_2012-03-24",580000,148000,"AARE","RHEIN","Alpennordflanke",12.8015153620544,0.84381857471345,0,7.38675896156659,0,0.001,52.702555,61.039824,1,163.878795564915,0.712029787031438,12.5862466200786,11.7061693330059,12.8015153620544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_18_VD","CSCF_18_VD_2013-03-05",512000,143000,"RHONE","RHONE","Mittelland",18.0524708014704,0.361779274443258,21.7707119,14.8690003584839,0.2671813817,0.0687,46.050651,100.000093,1,325.891702037941,0.13088424341669,17.9354911866501,16.1862577543163,18.0524708014704,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_6_VD","CSCF_6_VD_2013-03-21",502000,140000,"RHONE","RHONE","Jura",15.3888427563256,0.647960510467526,18.099165,9.56035021533207,0.0402168889,0.0097,58.794021,0,1,236.816481378915,0.419852823125337,15.2689312153343,15.2389802899601,15.3888427563256,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CSCF_7_VD","CSCF_7_VD_2013-03-21",505000,140000,"RHONE","RHONE","Mittelland",16.946613570533,0.575586924793785,20.1601944,12.4770025922097,0.0497744882,0.042,48.622728,59.015448,1,287.187711508973,0.331300307993566,16.8284386340007,16.1283156499468,16.946613570533,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_24_VD","CSCF_24_VD_2013-02-26",521000,147000,"RHONE","RHONE","Mittelland",18.4479191110489,0.486615736151535,15.6214962,23.6194746399999,0.0828903644,0.0403,37.906021,0,1,340.325719527803,0.2367948746703,18.3314432130451,18.0169295198733,18.4479191110489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_14_VD","CSCF_14_VD_2013-03-04",507000,141000,"RHONE","RHONE","Mittelland",15.4586776515502,0.931945382557952,10.0678778,6.94972950729565,0.0051342247,0.0432,76.395724,100.000409,1,238.970714734538,0.868522196071087,15.338882805071,16.6022557892656,15.4586776515502,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CSCF_38_VD","CSCF_38_VD_2013-03-07",527000,152000,"RHONE","RHONE","Mittelland",19.260206201846,0.515951105826242,23.8277206,39.0298779370375,0.170850574,0.0886,55.78702,100.000288,1,370.955542937627,0.266205543603322,19.1445924571308,17.9840305786822,19.260206201846,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_176_VD","CSCF_176_VD_2013-03-05",518000,148000,"RHONE","RHONE","Mittelland",16.7097652311782,0.347003039559152,8.5790186,10.036531503553,0.2487114893,0.1324,22.608591,28.204001,0.4125,279.216254081092,0.12041110946329,16.5912756148493,15.3734706585452,16.7097652311782,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CSCF_9_VD","CSCF_9_VD_2013-03-21",508000,138000,"RHONE","RHONE","Mittelland",17.862642812968,0.629585963434846,16.7628212,14.5961788546236,0.0740451827,0.0746,48.409271,94.028305,1,319.074008263677,0.396378485354183,17.7454837294476,16.8693561727816,17.862642812968,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
